,Global_active_power,Global_reactive_power,Voltage,Sub_metering_1,Sub_metering_2,Sub_metering_3,converted_Date_week,Time_h,Time_min,target
47249,0.298,0.13,243.71,0,0,0.0,3,12,53,0.0
47250,0.294,0.126,242.8,0,0,0.0,3,12,54,0.0
47251,0.294,0.126,242.69,0,0,0.0,3,12,55,0.0
47252,0.292,0.126,242.56,0,0,0.0,3,12,56,0.0
47253,0.292,0.126,242.79,0,0,0.0,3,12,57,0.0
47254,0.29,0.122,241.97,0,0,0.0,3,12,58,0.0
47255,0.29,0.122,241.6,0,0,0.0,3,12,59,0.0
47256,0.27,0.094,241.47,0,0,0.0,3,13,0,0.0
47257,0.22,0.0,242.04,0,0,0.0,3,13,1,0.0
47258,0.22,0.0,242.14,0,0,0.0,3,13,2,0.0
47259,0.222,0.0,242.31,0,0,0.0,3,13,3,0.0
47260,0.22,0.0,241.86,0,0,0.0,3,13,4,0.0
47261,0.222,0.0,242.58,0,0,0.0,3,13,5,0.0
47262,0.222,0.0,242.63,0,0,0.0,3,13,6,0.0
47263,0.22,0.0,242.02,0,0,0.0,3,13,7,0.0
47264,0.316,0.118,241.42,0,0,0.0,3,13,8,0.0
47265,0.328,0.148,241.04,0,0,0.0,3,13,9,0.0
47266,0.324,0.15,241.28,0,0,0.0,3,13,10,0.0
47267,0.324,0.15,241.39,0,0,0.0,3,13,11,0.0
47268,0.322,0.15,241.09,0,0,0.0,3,13,12,0.0
47269,0.322,0.152,241.67,0,0,0.0,3,13,13,0.0
47270,0.318,0.15,241.06,0,0,0.0,3,13,14,0.0
47271,0.316,0.148,240.93,0,0,0.0,3,13,15,0.0
47272,0.314,0.148,240.71,0,0,0.0,3,13,16,0.0
47273,0.314,0.144,240.21,0,0,0.0,3,13,17,0.0
47274,0.312,0.146,240.27,0,0,0.0,3,13,18,0.0
47275,0.31,0.14,239.41,0,0,0.0,3,13,19,0.0
47276,0.312,0.144,240.06,0,0,0.0,3,13,20,0.0
47277,0.312,0.146,240.34,0,0,0.0,3,13,21,0.0
47278,0.284,0.106,240.86,0,0,0.0,3,13,22,0.0
47279,0.218,0.0,240.55,0,0,0.0,3,13,23,0.0
47280,0.218,0.0,240.88,0,0,0.0,3,13,24,0.0
47281,0.218,0.0,240.28,0,0,0.0,3,13,25,0.0
47282,0.218,0.0,239.81,0,0,0.0,3,13,26,0.0
47283,0.216,0.0,239.56,0,0,0.0,3,13,27,0.0
47284,0.218,0.0,239.99,0,0,0.0,3,13,28,0.0
47285,0.218,0.0,239.98,0,0,0.0,3,13,29,0.0
47286,0.216,0.0,239.65,0,0,0.0,3,13,30,0.0
47287,0.218,0.0,239.78,0,0,0.0,3,13,31,0.0
47288,0.216,0.0,239.43,0,0,0.0,3,13,32,0.0
47289,0.216,0.0,239.41,0,0,0.0,3,13,33,0.0
47290,0.216,0.0,239.56,0,0,0.0,3,13,34,0.0
47291,0.216,0.0,239.35,0,0,0.0,3,13,35,0.0
47292,0.238,0.0,239.97,0,0,0.0,3,13,36,0.0
47293,0.294,0.112,239.58,0,0,0.0,3,13,37,0.0
47294,0.928,0.108,239.56,0,0,0.0,3,13,38,0.0
47295,3.036,0.082,236.83,0,0,0.0,3,13,39,0.0
47296,3.044,0.084,236.9,0,0,0.0,3,13,40,0.0
47297,3.146,0.09,236.08,0,0,0.0,3,13,41,0.0
47298,1.454,0.112,238.61,0,0,0.0,3,13,42,0.0
47299,0.426,0.122,239.2,0,0,0.0,3,13,43,0.0
47300,0.418,0.128,240.31,0,0,0.0,3,13,44,0.0
47301,0.468,0.174,239.49,0,0,0.0,3,13,45,0.0
47302,0.516,0.256,239.73,0,0,0.0,3,13,46,0.0
47303,0.52,0.252,239.26,0,0,0.0,3,13,47,0.0
47304,0.548,0.292,239.61,0,0,0.0,3,13,48,0.0
47305,0.588,0.37,238.48,0,0,0.0,3,13,49,0.0
47306,0.588,0.372,238.59,0,2,0.0,3,13,50,2.0
47307,0.582,0.366,237.64,0,1,0.0,3,13,51,1.0
47308,0.58,0.366,237.58,0,1,0.0,3,13,52,1.0
47309,0.526,0.294,238.56,0,2,0.0,3,13,53,2.0
47310,0.52,0.276,239.42,0,1,0.0,3,13,54,1.0
47311,0.524,0.27,238.91,0,2,0.0,3,13,55,2.0
47312,0.518,0.28,240.18,0,1,0.0,3,13,56,1.0
47313,0.514,0.278,239.85,0,1,0.0,3,13,57,1.0
47314,0.514,0.282,240.62,0,2,0.0,3,13,58,2.0
47315,0.51,0.274,239.38,0,1,0.0,3,13,59,1.0
47316,0.412,0.146,239.89,0,2,0.0,3,14,0,2.0
47317,0.426,0.164,243.37,0,1,0.0,3,14,1,1.0
47318,0.426,0.172,244.5,0,1,0.0,3,14,2,1.0
47319,0.422,0.172,244.59,0,2,0.0,3,14,3,2.0
47320,0.424,0.17,244.2,0,1,0.0,3,14,4,1.0
47321,0.424,0.166,243.42,0,1,0.0,3,14,5,1.0
47322,0.416,0.166,243.56,0,2,0.0,3,14,6,2.0
47323,0.412,0.162,242.64,0,1,0.0,3,14,7,1.0
47324,0.374,0.102,242.33,0,1,0.0,3,14,8,1.0
47325,0.338,0.0,242.88,0,0,0.0,3,14,9,0.0
47326,0.34,0.0,242.87,0,0,0.0,3,14,10,0.0
47327,0.35,0.0,243.58,0,0,0.0,3,14,11,0.0
47328,0.35,0.0,243.28,0,0,0.0,3,14,12,0.0
47329,0.356,0.0,242.93,0,0,0.0,3,14,13,0.0
47330,0.364,0.0,242.61,0,0,0.0,3,14,14,0.0
47331,0.36,0.0,241.0,0,0,0.0,3,14,15,0.0
47332,0.35,0.0,240.33,0,0,0.0,3,14,16,0.0
47333,0.36,0.0,240.62,0,0,0.0,3,14,17,0.0
47334,0.368,0.0,240.2,0,0,0.0,3,14,18,0.0
47335,0.362,0.0,239.7,0,0,0.0,3,14,19,0.0
47336,0.364,0.0,240.65,0,0,0.0,3,14,20,0.0
47337,0.358,0.0,240.47,0,0,0.0,3,14,21,0.0
47338,0.416,0.078,240.93,0,0,0.0,3,14,22,0.0
47339,0.47,0.16,241.2,0,0,0.0,3,14,23,0.0
47340,0.45,0.158,240.8,0,0,0.0,3,14,24,0.0
47341,0.442,0.154,239.85,0,0,0.0,3,14,25,0.0
47342,0.45,0.154,240.05,0,0,0.0,3,14,26,0.0
47343,0.44,0.162,241.42,0,0,0.0,3,14,27,0.0
47344,0.434,0.166,242.08,0,0,0.0,3,14,28,0.0
47345,0.466,0.186,242.74,0,0,0.0,3,14,29,0.0
47346,0.512,0.268,241.38,0,0,0.0,3,14,30,0.0
47347,0.514,0.28,243.26,0,0,0.0,3,14,31,0.0
47348,0.514,0.28,243.44,0,0,0.0,3,14,32,0.0
47349,0.512,0.28,243.22,0,0,0.0,3,14,33,0.0
47350,0.512,0.282,243.49,0,0,0.0,3,14,34,0.0
47351,0.508,0.276,242.76,0,0,0.0,3,14,35,0.0
47352,0.476,0.232,242.33,0,0,0.0,3,14,36,0.0
47353,0.408,0.134,241.81,0,0,0.0,3,14,37,0.0
47354,0.41,0.14,242.76,0,0,0.0,3,14,38,0.0
47355,0.422,0.14,242.93,0,0,0.0,3,14,39,0.0
47356,0.428,0.138,242.86,0,0,0.0,3,14,40,0.0
47357,0.424,0.136,242.37,0,0,0.0,3,14,41,0.0
47358,0.362,0.046,241.98,0,0,0.0,3,14,42,0.0
47359,0.264,0.0,242.92,0,0,0.0,3,14,43,0.0
47360,0.25,0.0,243.25,0,0,0.0,3,14,44,0.0
47361,0.25,0.0,242.58,0,0,0.0,3,14,45,0.0
47362,0.25,0.0,242.98,0,0,0.0,3,14,46,0.0
47363,0.25,0.0,242.96,0,0,0.0,3,14,47,0.0
47364,0.25,0.0,243.19,0,0,0.0,3,14,48,0.0
47365,0.25,0.0,243.33,0,0,0.0,3,14,49,0.0
47366,0.256,0.0,243.85,0,0,0.0,3,14,50,0.0
47367,0.26,0.0,243.86,0,0,0.0,3,14,51,0.0
47368,0.26,0.0,243.94,0,0,0.0,3,14,52,0.0
47369,0.26,0.0,244.18,0,0,0.0,3,14,53,0.0
47370,0.26,0.0,244.21,0,0,0.0,3,14,54,0.0
47371,0.258,0.0,243.76,0,0,0.0,3,14,55,0.0
47372,0.26,0.0,244.51,0,0,0.0,3,14,56,0.0
47373,0.26,0.0,244.87,0,0,0.0,3,14,57,0.0
47374,0.252,0.0,244.22,0,0,0.0,3,14,58,0.0
47375,0.306,0.092,244.23,0,0,0.0,3,14,59,0.0
47376,0.366,0.182,244.83,0,0,0.0,3,15,0,0.0
47377,0.362,0.182,244.84,0,0,0.0,3,15,1,0.0
47378,0.358,0.182,244.49,0,0,0.0,3,15,2,0.0
47379,0.356,0.178,243.89,0,0,0.0,3,15,3,0.0
47380,0.354,0.176,243.65,0,0,0.0,3,15,4,0.0
47381,0.356,0.174,243.26,0,0,0.0,3,15,5,0.0
47382,0.356,0.172,242.59,0,0,0.0,3,15,6,0.0
47383,0.356,0.176,243.53,0,0,0.0,3,15,7,0.0
47384,0.356,0.18,243.95,0,0,0.0,3,15,8,0.0
47385,0.358,0.18,244.08,0,0,0.0,3,15,9,0.0
47386,0.356,0.18,244.13,0,0,0.0,3,15,10,0.0
47387,0.35,0.18,244.46,0,0,0.0,3,15,11,0.0
47388,0.356,0.182,244.77,0,0,0.0,3,15,12,0.0
47389,0.348,0.16,244.82,0,0,0.0,3,15,13,0.0
47390,0.256,0.0,244.79,0,0,0.0,3,15,14,0.0
47391,0.27,0.046,244.35,0,0,0.0,3,15,15,0.0
47392,0.332,0.146,243.86,0,0,0.0,3,15,16,0.0
47393,0.328,0.138,242.62,0,0,0.0,3,15,17,0.0
47394,0.326,0.136,242.22,0,0,0.0,3,15,18,0.0
47395,0.326,0.138,242.39,0,0,0.0,3,15,19,0.0
47396,0.332,0.142,243.01,0,0,0.0,3,15,20,0.0
47397,0.332,0.142,243.08,0,0,0.0,3,15,21,0.0
47398,0.33,0.142,242.97,0,0,0.0,3,15,22,0.0
47399,0.324,0.144,243.67,0,0,0.0,3,15,23,0.0
47400,0.324,0.144,243.71,0,0,0.0,3,15,24,0.0
47401,0.322,0.144,243.38,0,0,0.0,3,15,25,0.0
47402,0.322,0.146,243.95,0,0,0.0,3,15,26,0.0
47403,0.322,0.148,244.16,0,0,0.0,3,15,27,0.0
47404,0.322,0.148,244.23,0,0,0.0,3,15,28,0.0
47405,0.322,0.148,244.42,0,0,0.0,3,15,29,0.0
47406,0.386,0.148,244.82,0,0,0.0,3,15,30,0.0
47407,0.324,0.154,245.45,0,0,0.0,3,15,31,0.0
47408,0.302,0.12,245.08,0,0,0.0,3,15,32,0.0
47409,0.252,0.0,244.2,0,0,0.0,3,15,33,0.0
47410,0.252,0.0,243.92,0,0,0.0,3,15,34,0.0
47411,0.254,0.0,244.16,0,0,0.0,3,15,35,0.0
47412,0.282,0.064,244.18,0,0,0.0,3,15,36,0.0
47413,0.364,0.178,244.18,0,0,0.0,3,15,37,0.0
47414,0.36,0.174,243.47,0,0,0.0,3,15,38,0.0
47415,0.356,0.174,243.22,0,0,0.0,3,15,39,0.0
47416,0.354,0.174,243.18,0,0,0.0,3,15,40,0.0
47417,0.354,0.176,243.61,0,0,0.0,3,15,41,0.0
47418,0.42,0.258,244.4,0,0,0.0,3,15,42,0.0
47419,0.438,0.304,243.81,0,1,0.0,3,15,43,1.0
47420,0.436,0.31,244.49,0,1,0.0,3,15,44,1.0
47421,1.174,0.296,243.5,0,1,10.0,3,15,45,11.0
47422,1.564,0.292,243.43,0,2,19.0,3,15,46,21.0
47423,1.536,0.284,242.18,0,1,18.0,3,15,47,19.0
47424,1.524,0.284,242.37,0,2,18.0,3,15,48,20.0
47425,1.524,0.288,242.82,0,1,19.0,3,15,49,20.0
47426,1.52,0.286,242.71,0,2,18.0,3,15,50,20.0
47427,1.454,0.194,242.67,0,1,18.0,3,15,51,19.0
47428,1.418,0.148,242.4,0,1,18.0,3,15,52,19.0
47429,1.416,0.146,242.22,0,2,18.0,3,15,53,20.0
47430,1.412,0.146,242.13,0,1,18.0,3,15,54,19.0
47431,1.402,0.142,241.32,0,1,18.0,3,15,55,19.0
47432,1.41,0.144,242.07,0,2,18.0,3,15,56,20.0
47433,1.4,0.142,241.36,0,1,18.0,3,15,57,19.0
47434,1.406,0.144,241.94,0,1,17.0,3,15,58,18.0
47435,1.398,0.142,241.31,0,2,18.0,3,15,59,20.0
47436,1.406,0.144,242.09,0,1,18.0,3,16,0,19.0
47437,1.408,0.146,242.38,0,1,18.0,3,16,1,19.0
47438,1.34,0.0,242.15,0,0,18.0,3,16,2,18.0
47439,1.33,0.0,242.08,0,0,18.0,3,16,3,18.0
47440,1.336,0.0,242.73,0,0,18.0,3,16,4,18.0
47441,1.338,0.0,242.89,0,0,18.0,3,16,5,18.0
47442,1.342,0.0,243.23,0,0,18.0,3,16,6,18.0
47443,1.344,0.0,243.41,0,0,18.0,3,16,7,18.0
47444,1.346,0.0,243.5,0,0,19.0,3,16,8,19.0
47445,1.4,0.088,242.93,0,0,18.0,3,16,9,18.0
47446,1.414,0.132,242.93,0,0,18.0,3,16,10,18.0
47447,1.414,0.132,242.87,0,0,18.0,3,16,11,18.0
47448,1.412,0.132,242.73,0,0,18.0,3,16,12,18.0
47449,1.42,0.136,243.51,0,0,18.0,3,16,13,18.0
47450,1.516,0.252,242.19,0,0,18.0,3,16,14,18.0
47451,1.512,0.264,242.2,0,0,18.0,3,16,15,18.0
47452,1.514,0.268,242.89,0,0,18.0,3,16,16,18.0
47453,1.51,0.266,242.62,0,0,18.0,3,16,17,18.0
47454,1.498,0.262,241.93,0,0,18.0,3,16,18,18.0
47455,1.494,0.26,241.69,0,0,18.0,3,16,19,18.0
47456,1.498,0.264,242.1,0,0,18.0,3,16,20,18.0
47457,1.488,0.25,242.37,0,0,18.0,3,16,21,18.0
47458,1.424,0.158,241.94,0,0,18.0,3,16,22,18.0
47459,1.424,0.158,242.0,0,0,18.0,3,16,23,18.0
47460,1.424,0.158,241.98,0,0,17.0,3,16,24,17.0
47461,1.474,0.16,242.57,0,0,18.0,3,16,25,18.0
47462,1.626,0.226,241.91,0,0,18.0,3,16,26,18.0
47463,2.846,0.616,240.61,0,0,18.0,3,16,27,18.0
47464,2.782,0.552,240.36,0,0,18.0,3,16,28,18.0
47465,2.73,0.468,240.9,0,0,18.0,3,16,29,18.0
47466,2.736,0.468,241.33,0,0,17.0,3,16,30,17.0
47467,2.732,0.468,241.11,0,0,18.0,3,16,31,18.0
47468,2.69,0.486,240.35,0,0,18.0,3,16,32,18.0
47469,2.69,0.486,240.34,0,0,18.0,3,16,33,18.0
47470,2.176,0.31,241.5,0,0,17.0,3,16,34,17.0
47471,1.336,0.0,242.52,0,0,18.0,3,16,35,18.0
47472,1.622,0.126,241.53,0,0,18.0,3,16,36,18.0
47473,2.676,0.486,239.7,0,0,18.0,3,16,37,18.0
47474,2.696,0.488,240.57,0,0,18.0,3,16,38,18.0
47475,1.528,0.09,241.96,0,0,17.0,3,16,39,17.0
47476,1.332,0.0,242.36,0,0,18.0,3,16,40,18.0
47477,1.338,0.0,242.75,0,0,19.0,3,16,41,19.0
47478,1.34,0.0,242.95,0,0,18.0,3,16,42,18.0
47479,1.342,0.0,243.26,0,0,18.0,3,16,43,18.0
47480,1.344,0.0,243.27,0,0,18.0,3,16,44,18.0
47481,1.416,0.0,243.64,0,0,18.0,3,16,45,18.0
47482,1.624,0.0,242.51,0,0,18.0,3,16,46,18.0
47483,1.498,0.0,241.97,0,0,18.0,3,16,47,18.0
47484,1.346,0.0,242.15,0,0,18.0,3,16,48,18.0
47485,1.326,0.0,241.61,0,0,18.0,3,16,49,18.0
47486,1.316,0.0,240.73,0,0,17.0,3,16,50,17.0
47487,1.354,0.048,241.12,0,0,18.0,3,16,51,18.0
47488,1.426,0.152,240.87,0,0,18.0,3,16,52,18.0
47489,1.426,0.154,241.18,0,0,18.0,3,16,53,18.0
47490,1.422,0.154,241.07,0,0,18.0,3,16,54,18.0
47491,1.424,0.156,241.24,0,0,17.0,3,16,55,17.0
47492,1.418,0.154,240.93,0,0,18.0,3,16,56,18.0
47493,1.42,0.156,241.33,0,0,18.0,3,16,57,18.0
47494,1.49,0.23,241.08,0,0,18.0,3,16,58,18.0
47495,1.49,0.256,240.9,0,0,18.0,3,16,59,18.0
47496,1.486,0.256,240.74,0,0,17.0,3,17,0,17.0
47497,1.484,0.254,240.57,0,0,18.0,3,17,1,18.0
47498,1.484,0.256,240.71,0,0,18.0,3,17,2,18.0
47499,1.476,0.248,239.61,0,0,17.0,3,17,3,17.0
47500,1.478,0.25,239.89,0,0,18.0,3,17,4,18.0
47501,1.472,0.246,239.2,0,0,18.0,3,17,5,18.0
47502,1.474,0.118,239.02,0,0,17.0,3,17,6,17.0
47503,1.364,0.112,238.75,0,0,17.0,3,17,7,17.0
47504,1.364,0.112,238.62,0,0,18.0,3,17,8,18.0
47505,1.454,0.106,237.9,0,0,17.0,3,17,9,17.0
47506,1.416,0.054,237.72,0,0,18.0,3,17,10,18.0
47507,1.468,0.0,238.09,0,0,17.0,3,17,11,17.0
47508,1.51,0.0,238.88,0,0,17.0,3,17,12,17.0
47509,1.506,0.0,238.49,0,0,18.0,3,17,13,18.0
47510,1.498,0.0,237.78,0,0,17.0,3,17,14,17.0
47511,1.502,0.0,238.14,0,0,18.0,3,17,15,18.0
47512,1.49,0.0,237.14,0,0,17.0,3,17,16,17.0
47513,1.49,0.0,237.13,0,0,17.0,3,17,17,17.0
47514,1.496,0.0,237.14,0,0,17.0,3,17,18,17.0
47515,1.502,0.0,237.52,0,0,18.0,3,17,19,18.0
47516,1.702,0.0,238.41,0,0,17.0,3,17,20,17.0
47517,1.808,0.0,238.97,0,0,17.0,3,17,21,17.0
47518,1.8,0.0,238.5,0,0,18.0,3,17,22,18.0
47519,1.752,0.0,237.45,0,0,17.0,3,17,23,17.0
47520,1.748,0.0,237.62,0,0,17.0,3,17,24,17.0
47521,1.738,0.0,237.31,0,0,18.0,3,17,25,18.0
47522,1.736,0.0,237.25,0,0,17.0,3,17,26,17.0
47523,1.738,0.0,237.43,0,0,17.0,3,17,27,17.0
47524,1.726,0.0,236.86,0,0,17.0,3,17,28,17.0
47525,2.282,0.104,236.56,0,0,18.0,3,17,29,18.0
47526,2.758,0.126,236.91,0,0,17.0,3,17,30,17.0
47527,2.8,0.128,237.2,0,0,17.0,3,17,31,17.0
47528,2.834,0.124,236.72,0,0,17.0,3,17,32,17.0
47529,2.768,0.124,236.35,0,0,17.0,3,17,33,17.0
47530,2.892,0.238,236.37,0,1,17.0,3,17,34,18.0
47531,2.716,0.244,236.35,0,1,18.0,3,17,35,19.0
47532,2.688,0.244,236.06,0,1,17.0,3,17,36,18.0
47533,2.688,0.244,236.12,0,2,17.0,3,17,37,19.0
47534,2.682,0.242,235.81,0,1,17.0,3,17,38,18.0
47535,2.7,0.246,236.81,0,2,17.0,3,17,39,19.0
47536,2.696,0.246,236.63,0,1,17.0,3,17,40,18.0
47537,2.674,0.24,235.72,0,1,17.0,3,17,41,18.0
47538,2.726,0.286,235.96,0,2,17.0,3,17,42,19.0
47539,2.68,0.246,235.84,0,1,17.0,3,17,43,18.0
47540,2.66,0.214,236.0,0,1,17.0,3,17,44,18.0
47541,2.654,0.214,235.73,0,2,17.0,3,17,45,19.0
47542,2.654,0.214,235.81,0,1,17.0,3,17,46,18.0
47543,2.642,0.212,235.27,0,1,17.0,3,17,47,18.0
47544,2.738,0.226,234.88,0,2,17.0,3,17,48,19.0
47545,3.082,0.28,234.51,0,1,17.0,3,17,49,18.0
47546,2.736,0.226,234.91,0,1,17.0,3,17,50,18.0
47547,2.626,0.21,234.64,0,2,17.0,3,17,51,19.0
47548,2.634,0.21,235.04,0,1,17.0,3,17,52,18.0
47549,2.63,0.2,235.31,0,1,17.0,3,17,53,18.0
47550,2.562,0.096,235.19,0,0,17.0,3,17,54,17.0
47551,2.598,0.092,234.53,0,0,17.0,3,17,55,17.0
47552,2.812,0.0,234.79,0,0,17.0,3,17,56,17.0
47553,2.55,0.0,235.12,0,0,17.0,3,17,57,17.0
47554,2.786,0.0,234.78,0,0,16.0,3,17,58,16.0
47555,3.09,0.0,234.69,0,0,17.0,3,17,59,17.0
47556,3.174,0.0,234.54,0,0,17.0,3,18,0,17.0
47557,3.316,0.08,233.7,0,0,17.0,3,18,1,17.0
47558,2.97,0.0,233.18,0,0,17.0,3,18,2,17.0
47559,3.002,0.0,233.19,0,0,16.0,3,18,3,16.0
47560,3.084,0.106,233.04,0,0,17.0,3,18,4,17.0
47561,3.238,0.106,233.18,0,0,17.0,3,18,5,17.0
47562,3.218,0.104,233.14,0,0,16.0,3,18,6,16.0
47563,3.416,0.192,233.07,0,0,17.0,3,18,7,17.0
47564,4.336,0.278,232.85,0,0,17.0,3,18,8,17.0
47565,3.616,0.276,233.56,0,0,16.0,3,18,9,16.0
47566,3.496,0.272,233.5,0,0,17.0,3,18,10,17.0
47567,3.576,0.272,233.53,0,0,17.0,3,18,11,17.0
47568,3.516,0.27,233.22,0,0,16.0,3,18,12,16.0
47569,3.644,0.27,232.83,0,0,17.0,3,18,13,17.0
47570,3.622,0.268,232.64,0,0,17.0,3,18,14,17.0
47571,3.642,0.272,233.22,0,0,16.0,3,18,15,16.0
47572,3.578,0.278,233.92,0,0,17.0,3,18,16,17.0
47573,3.558,0.284,234.66,0,0,17.0,3,18,17,17.0
47574,3.57,0.246,236.03,0,0,17.0,3,18,18,17.0
47575,3.092,0.124,237.18,0,0,17.0,3,18,19,17.0
47576,2.896,0.13,238.0,0,0,18.0,3,18,20,18.0
47577,2.806,0.13,237.52,0,0,17.0,3,18,21,17.0
47578,2.896,0.166,236.77,0,0,17.0,3,18,22,17.0
47579,3.146,0.218,236.05,0,0,17.0,3,18,23,17.0
47580,3.132,0.216,235.59,0,0,17.0,3,18,24,17.0
47581,3.138,0.216,235.74,0,0,17.0,3,18,25,17.0
47582,3.15,0.22,236.39,0,0,17.0,3,18,26,17.0
47583,3.148,0.218,236.36,0,0,18.0,3,18,27,18.0
47584,3.142,0.218,236.14,0,0,17.0,3,18,28,17.0
47585,3.132,0.216,235.76,0,0,17.0,3,18,29,17.0
47586,2.936,0.222,236.68,0,0,17.0,3,18,30,17.0
47587,2.842,0.218,235.59,0,0,17.0,3,18,31,17.0
47588,2.832,0.206,235.61,0,0,17.0,3,18,32,17.0
47589,2.756,0.092,235.81,0,0,17.0,3,18,33,17.0
47590,2.918,0.086,235.53,0,0,17.0,3,18,34,17.0
47591,2.868,0.086,235.22,0,0,17.0,3,18,35,17.0
47592,2.736,0.086,234.87,0,0,17.0,3,18,36,17.0
47593,2.744,0.084,234.55,0,0,17.0,3,18,37,17.0
47594,2.738,0.072,235.54,0,0,17.0,3,18,38,17.0
47595,2.654,0.0,236.21,0,0,17.0,3,18,39,17.0
47596,2.546,0.0,237.26,0,0,17.0,3,18,40,17.0
47597,2.686,0.0,237.29,0,0,17.0,3,18,41,17.0
47598,2.67,0.0,236.48,0,0,17.0,3,18,42,17.0
47599,2.68,0.0,236.88,0,0,18.0,3,18,43,18.0
47600,2.674,0.0,236.67,0,0,17.0,3,18,44,17.0
47601,2.68,0.0,236.96,0,0,17.0,3,18,45,17.0
47602,2.694,0.0,237.23,0,0,17.0,3,18,46,17.0
47603,2.852,0.0,237.12,0,0,18.0,3,18,47,18.0
47604,2.784,0.196,237.41,0,0,17.0,3,18,48,17.0
47605,3.128,0.234,237.04,0,0,17.0,3,18,49,17.0
47606,3.232,0.242,236.72,0,0,17.0,3,18,50,17.0
47607,3.232,0.242,236.76,0,0,17.0,3,18,51,17.0
47608,3.228,0.24,236.54,0,0,17.0,3,18,52,17.0
47609,3.25,0.246,237.41,0,0,18.0,3,18,53,18.0
47610,3.312,0.252,238.22,0,0,17.0,3,18,54,17.0
47611,3.634,0.374,237.75,0,0,17.0,3,18,55,17.0
47612,3.362,0.382,237.83,0,0,18.0,3,18,56,18.0
47613,3.366,0.384,238.23,0,0,17.0,3,18,57,17.0
47614,3.376,0.388,238.64,0,0,18.0,3,18,58,18.0
47615,3.348,0.382,237.58,0,0,17.0,3,18,59,17.0
47616,3.35,0.384,237.71,0,0,17.0,3,19,0,17.0
47617,3.342,0.38,237.42,0,0,17.0,3,19,1,17.0
47618,3.33,0.376,237.01,0,0,18.0,3,19,2,18.0
47619,3.332,0.378,237.15,0,0,17.0,3,19,3,17.0
47620,3.334,0.378,237.26,0,0,17.0,3,19,4,17.0
47621,3.322,0.374,236.77,0,0,17.0,3,19,5,17.0
47622,3.046,0.334,237.27,0,0,18.0,3,19,6,18.0
47623,2.868,0.304,237.01,0,0,17.0,3,19,7,17.0
47624,2.872,0.306,237.33,0,0,17.0,3,19,8,17.0
47625,2.862,0.302,236.78,0,0,17.0,3,19,9,17.0
47626,2.864,0.302,236.91,0,0,17.0,3,19,10,17.0
47627,2.388,0.256,237.56,0,0,11.0,3,19,11,11.0
47628,1.754,0.186,238.03,0,0,0.0,3,19,12,0.0
47629,1.754,0.186,238.02,0,0,0.0,3,19,13,0.0
47630,1.758,0.188,238.29,0,0,0.0,3,19,14,0.0
47631,1.816,0.244,238.53,0,0,0.0,3,19,15,0.0
47632,1.688,0.29,238.04,0,0,0.0,3,19,16,0.0
47633,1.658,0.29,238.21,0,0,0.0,3,19,17,0.0
47634,1.64,0.29,238.14,0,0,0.0,3,19,18,0.0
47635,1.646,0.292,238.26,0,0,0.0,3,19,19,0.0
47636,1.646,0.294,238.38,0,0,0.0,3,19,20,0.0
47637,2.48,0.282,237.31,0,0,12.0,3,19,21,12.0
47638,2.702,0.282,237.73,0,0,18.0,3,19,22,18.0
47639,2.692,0.282,237.87,0,0,18.0,3,19,23,18.0
47640,2.7,0.286,238.65,0,0,17.0,3,19,24,17.0
47641,2.704,0.29,239.0,0,0,18.0,3,19,25,18.0
47642,2.708,0.292,239.33,0,0,17.0,3,19,26,17.0
47643,2.816,0.412,240.24,0,0,18.0,3,19,27,18.0
47644,2.732,0.314,239.74,0,1,18.0,3,19,28,19.0
47645,2.714,0.308,239.01,0,2,17.0,3,19,29,19.0
47646,2.72,0.31,239.23,0,1,18.0,3,19,30,19.0
47647,2.716,0.308,238.92,0,2,17.0,3,19,31,19.0
47648,2.806,0.304,238.3,0,1,18.0,3,19,32,19.0
47649,3.008,0.294,237.32,0,1,17.0,3,19,33,18.0
47650,3.03,0.302,235.89,0,2,17.0,3,19,34,19.0
47651,3.092,0.236,236.44,0,1,17.0,3,19,35,18.0
47652,3.348,0.236,236.88,0,2,17.0,3,19,36,19.0
47653,4.612,0.536,236.23,0,1,18.0,3,19,37,19.0
47654,4.57,0.5,236.4,0,1,17.0,3,19,38,18.0
47655,3.692,0.394,237.67,0,2,17.0,3,19,39,19.0
47656,4.008,0.44,238.05,0,1,17.0,3,19,40,18.0
47657,3.088,0.258,239.45,0,1,18.0,3,19,41,19.0
47658,4.094,0.304,238.18,0,2,17.0,3,19,42,19.0
47659,4.298,0.248,237.41,0,1,18.0,3,19,43,19.0
47660,3.934,0.24,237.2,0,1,17.0,3,19,44,18.0
47661,4.0,0.242,237.62,0,1,17.0,3,19,45,18.0
47662,3.194,0.226,238.35,0,1,18.0,3,19,46,19.0
47663,2.448,0.14,239.07,0,0,17.0,3,19,47,17.0
47664,2.422,0.146,240.0,0,0,18.0,3,19,48,18.0
47665,2.43,0.146,240.61,0,0,17.0,3,19,49,17.0
47666,2.342,0.0,240.71,0,0,18.0,3,19,50,18.0
47667,2.328,0.0,239.89,0,0,18.0,3,19,51,18.0
47668,2.328,0.0,239.89,0,0,17.0,3,19,52,17.0
47669,2.31,0.0,238.87,0,0,18.0,3,19,53,18.0
47670,2.316,0.0,239.18,0,0,17.0,3,19,54,17.0
